year_ID,DATE,YEAR,STATE,CITY,PUBLIC,PRIVATE,FAMILY,FELONY,NON_STRANGER,NUMBER_LOCATIONS,LOCATION_PRIMARY,LOCATION_SECONDARY,UNSOLVED,SHOOTER_COUNT,SHOOTER_SUSPECTED,SHOOTER_MALE,SHOOTER_WHITE,SHOOTER_BLACK,SHOOTER_HISPANIC,SHOOTER_ASIAN,SHOOTER_OTHERNONWHITE,SHOOTER_IMMIGRANT,SHOOTER_AGE_UNDER18,SHOOTER_AGE_18TO24,SHOOTER_AGE_25TO29,SHOOTER_AGE_30TO39,SHOOTER_AGE_40TO49,SHOOTER_AGE_50TO59,SHOOTER_AGE_60PLUS,SHOOTER_FEMALE,SHOOTER_SUICIDE_ONSCENE,SHOOTER_SUICIDE_OFFSCENE,SHOOTER_KILLED_ONSCENE,SHOOTER_KILLED_OFFSCENE,SHOOTER_DETAINED_ONSCENE,SHOOTER_DETAINED_OFFSCENE,VICTIM_COUNT_SHOTINJURED,VICTIM_COUNT_SHOTFATAL,VICTIMS_MALE,VICTIMS_FEMALE,VICTIMS_AGE_UNDER18,VICTIMS_AGE_UNDER12,VICTIMS_AGE_12TO17,VICTIMS_AGE_18TO24,VICTIMS_AGE_25TO29,VICTIMS_AGE_30TO39,VICTIMS_AGE_40TO49,VICTIMS_AGE_50TO59,VICTIMS_AGE_60PLUS,VICTIMS_PREGNANT,VICTIMS_REL_ROMANTIC,VICTIMS_REL_COWORKERS,VICTIMS_REL_CHILDREN,VICTIMS_REL_OTHERFAMILY,VICTIMS_REL_OTHERNONSTRANGER,VICTIMS_REL_STRANGERS,GUNS_MULTIPLE,GUNS_HANDGUN,GUNS_SHOTGUN,GUNS_RIFLE,GUNS_ASSAULTWEAPON,DEFENSIVE_GUNS,OTHER_WEAPONS_USED,SHOOTING_DAYLIGHT,SHOOTER_PRIORARREST,SHOOTER_GANG,SHOOTER_VIOLENCE,SHOOTER_MENTALHEALTH,SHOOTER_MILITARY,SHOOTER_LAWENFORCE,SHOOTER_LOSTJOB,SHOOTER_FINANCIALSTRAIN,SHOOTER_SEPARATION,SHOOTER_CONFLICT,SHOOTER_OTHERSTRESS,SHOOTER_VICTIMABUSE,SHOOTER_VOICEMOTIVES,HATE_CRIME,SHOOTING_SPREE,SHOOTING_RURAL,SHOOTING_SUBURBAN,SHOOTING_URBAN,OFFICIAL_RECORDS,NEWS_ARTICLES_ORD,NEWS_MULTISTATE,NEWS_NYT,NEWS_LATIMES,NEWS_WAPOST,NEWS_CHICAGOTRIB
191,DEC-1991,1991,Texas,Dallas,1,0,0,1,1,1,24,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,1,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0
192,DEC-1991,1991,Missouri,California,1,1,0,0,0,3,20,15,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,3,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,1,1,1,1,1
193,DEC-1991,1991,California,Los Angeles,1,0,0,1,0,1,13,99,1,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,5,5,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,5,99,99,99,99,99,0,1,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,0,0,0,4,1,0,1,0,0
194,DEC-1991,1991,Michigan,Detroit,0,1,0,1,0,1,20,99,1,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,4,4,0,0,0,0,0,1,2,0,1,0,0,99,99,99,99,99,99,0,0,1,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,1,0,1,0,0,0,0,0
195,DEC-1991,1991,New York,Bronx,1,0,0,1,0,1,13,99,0,2,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1
196,DEC-1991,1991,Florida,North Port,0,1,0,1,0,2,20,20,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,5,1,3,3,0,0,0,1,0,0,2,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,1,1,0,0,0
197,DEC-1991,1991,North Carolina,Alexander,0,1,1,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,2,2,0,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0
198,JAN-1992,1992,North Dakota,Burleigh,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,5,1,0,1,0,0
199,FEB-1992,1992,Alabama,Tuscaloosa,0,1,0,1,1,2,20,20,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,1,0,0,1,0
200,MAR-1992,1992,Arizona,Phoenix,1,0,0,1,0,4,7,25,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,2,1,1,0,0,0
201,MAR-1992,1992,Missouri,Sullivan,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,3,2,2,2,0,0,0,2,0,1,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,1,1,1,1
202,MAR-1992,1992,New York,New York,0,1,1,0,0,1,20,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,3,0,0,0,1,2,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,5,1,1,0,0,0
203,MAY-1992,1992,Nevada,Las Vegas,0,1,0,0,1,1,20,99,0,2,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
204,MAY-1992,1992,California,Olivehurt,1,0,0,0,1,1,53,99,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,4,3,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,5,1,0,1,1,1
205,JUN-1992,1992,California,Inglewood,0,1,0,1,0,1,20,99,1,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,5,3,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,5,0,99,99,99,99,99,0,0,1,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,1,0,4,1,0,1,0,0
206,JUN-1992,1992,Texas,Houston,0,1,0,1,0,1,20,99,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,1,0,1,2,0,1,0,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0
207,JUL-1992,1992,Texas,Fairmont,0,1,0,1,0,1,20,99,1,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,4,4,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,1,1,2,1,0,0,0,0
208,JUL-1992,1992,West Virginia,Fairmont,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,1,1,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,1,0
209,AUG-1992,1992,Florida,Miami,1,0,0,1,0,1,3,99,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20,4,2,2,1,0,1,1,2,0,0,0,0,0,99,99,99,99,99,99,0,1,0,0,0,99,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0
210,AUG-1992,1992,Oklahoma,Tulsa,1,0,0,1,0,1,21,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,0,0,0
211,AUG-1992,1992,Arizona,Phoenix,0,1,0,1,0,1,20,99,1,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,5,3,2,2,2,0,1,1,1,0,0,0,0,99,99,99,99,99,99,0,99,99,99,99,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,1,0,2,1,0,0,0,0
212,SEP-1992,1992,Illinois,Chicago,0,1,0,1,0,1,20,99,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
213,OCT-1992,1992,New York,Watkins Glen,1,0,0,0,1,1,11,99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,1,0
214,NOV-1992,1992,California,San Diego,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,3,3,1,2,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,99,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,5,1,0,1,1,1
215,NOV-1992,1992,California,Morro Bay,1,1,0,0,1,3,20,47,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,6,5,1,0,0,0,0,1,2,1,0,2,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,5,0,0,1,0,0
216,DEC-1992,1992,Washington,Seattle,0,1,1,0,1,1,20,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,2,0,2,0,0,1,1,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0
217,DEC-1992,1992,Wisconsin,Milwaukee,0,1,0,1,0,1,20,99,0,4,0,3,0,3,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1
218,DEC-1992,1992,Virginia,Prince Edwards,0,1,0,1,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,1
219,JAN-1993,1993,Illinois,Palatine,1,0,0,1,0,1,21,99,0,2,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,2,0,2,0,0,2,1,1,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1
220,FEB-1993,1993,California,Helm,1,0,0,1,0,1,7,99,1,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,4,4,0,0,0,0,1,1,1,1,0,0,0,99,99,99,99,99,99,1,1,0,0,0,0,1,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,1,1,1,0,0,0,0
221,FEB-1993,1993,New York,Bronx,0,1,0,0,1,1,20,99,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,3,3,0,3,1,1,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0
222,MAR-1993,1993,California,Fresno,0,1,1,0,0,1,20,99,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3,1,2,2,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0
223,MAY-1993,1993,California,Fresno,1,0,0,1,0,1,3,99,0,2,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,7,4,3,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,0,1,0,0
224,MAY-1993,1993,New Jersey,Teaneck,0,1,0,1,0,1,20,99,0,5,0,5,0,0,0,5,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,1,1,1,0,0
225,JUN-1993,1993,Iowa,Norwalk,0,1,1,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,3,2,2,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,1
226,JUL-1993,1993,California,San Francisco,1,0,0,0,0,1,5,99,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,8,5,3,0,0,0,0,1,4,1,1,1,0,0,0,0,0,8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,5,1,1,1,1,1
227,JUL-1993,1993,Indiana,Waterloo,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,3,3,3,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0
228,JUL-1993,1993,Iowa,Norwalk,0,1,0,1,0,1,10,99,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,2,2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,5,1,1,0,0,0
229,JUL-1993,1993,Connecticut,South Windsor,0,1,1,0,0,1,20,99,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,2,1,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0
230,AUG-1993,1993,North Carolina,Fayetteville,1,0,0,0,0,1,21,99,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,4,3,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,4,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1
231,AUG-1993,1993,Illinois,Chicago,0,1,0,0,1,1,20,99,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,1
232,AUG-1993,1993,Michigan,Gladwin,0,1,1,1,1,1,20,99,0,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0
233,AUG-1993,1993,California,Willits,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,3,1,1,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,2,1,0,0,0,0
234,AUG-1993,1993,Indiana,Versailles,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3,2,0,0,0,0,0,1,2,1,1,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,4,1,1,1,1,1
235,SEP-1993,1993,New York,Bronx,0,1,0,1,0,1,20,99,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,99,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0
236,OCT-1993,1993,Arkansas,Pulaski,0,1,0,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,4,3,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
237,OCT-1993,1993,California,El Cajon,1,0,0,0,0,1,25,99,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,4,2,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,5,1,1,1,0,1
238,OCT-1993,1993,California,Long Beach,0,1,0,1,0,1,20,99,1,4,1,4,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,0,99,0,0,0,5,4,1,1,0,1,2,1,0,1,0,0,1,99,99,99,99,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,1,1,1,1,0,1,0,0
239,NOV-1993,1993,Illinois,Chicago,1,0,0,1,0,1,13,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
240,NOV-1993,1993,Illinois,Edwardsville,0,1,0,1,0,1,20,99,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,1
241,DEC-1993,1993,California,Ventura,1,0,0,0,0,2,11,13,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4,3,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,4,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,5,1,1,1,1,1
242,DEC-1993,1993,New York,Long Island,1,0,0,0,0,1,1,99,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,6,3,3,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,5,1,1,0,1,1
243,DEC-1993,1993,Colorado,Aurora,1,0,0,1,1,1,21,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,3,2,0,2,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,5,1,1,1,1,0
244,JAN-1994,1994,Florida,Miami,0,1,1,0,1,1,20,99,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,2,2,3,3,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
245,JAN-1994,1994,Tennessee,Clarksville,1,0,0,1,1,1,21,99,0,2,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,0,0,0,3,1,0,0,0,0,1,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,5,1,0,0,0,0
246,MAY-1994,1994,Kentucky,Union,0,1,1,0,0,1,20,99,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,2,0,2,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,5,1,1,0,1,1
247,JUN-1994,1994,Oklahoma,Tulsa,0,1,1,0,0,1,20,99,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,3,1,0,1,1,0,1,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,1,0,0,0,0
248,JUN-1994,1994,Washington,Spokane,1,0,0,0,1,1,49,99,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,4,2,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,5,1,1,1,1,1
249,JUN-1994,1994,Virginia,Virginia Beach,1,0,0,1,0,1,3,99,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,5,1,0,0,1,0
250,JUL-1994,1994,Texas,Houston,0,1,0,1,0,1,20,99,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
251,JUL-1994,1994,Virginia,Virginia Beach,1,0,1,1,0,1,20,99,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,1,0,1,1,0,1,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,0
252,JUL-1994,1994,Louisiana,DeSoto Parish,0,1,1,0,1,1,20,99,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,3,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2,1,0,0,0,0
253,JUL-1994,1994,Texas,Kilgore,1,0,0,1,0,1,3,99,0,2,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,4,3,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,5,1,0,0,0,0
254,OCT-1994,1994,Florida,Panama City,1,0,0,1,0,1,3,99,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0
255,OCT-1994,1994,Virginia,Richmond,0,1,1,0,0,1,20,99,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,2,3,3,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,4,1,0,0,1,1
256,OCT-1994,1994,Alabama,Birmingham,1,0,0,1,0,1,3,99,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,3,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,1,1,0,0,0
